Date (GMT -3);Load (KW);Irradiation (W/m2);PV generation base (100kW);P [W];PV [W];Monat
2024-03-23 06:00:00;249,89;0,0;-0,005;249887,455;0,0;2024-03
2024-03-23 07:00:00;237,68;144,81;12,679;237682,518;12679,0;2024-03
2024-03-23 08:00:00;240,89;315,38;28,915;240894,8441;28915,0;2024-03
2024-03-23 09:00:00;236,09;447,17;40,897;236087,8372;40897,0;2024-03
2024-03-23 10:00:00;241,59;541,77;48,956;241594,841;48956,0;2024-03
2024-03-23 11:00:00;271,34;620,77;55,613;271336,3953;55613,0;2024-03
2024-03-23 12:00:00;269,08;617,54;55,011;269078,9261;55011,0;2024-03
2024-03-23 13:00:00;282,78;568,04;50,848;282776,5198;50848,0;2024-03
2024-03-23 14:00:00;270,17;536,5;48,257;270169,899;48257,0;2024-03
2024-03-23 15:00:00;273,26;428,64;38,791;273261,4517;38791,0;2024-03
2024-03-23 16:00:00;360,32;256,51;23,127;360315,033;23127,0;2024-03
2024-03-23 17:00:00;403,65;106,5;8,9799;403645,6528;8979,9;2024-03
2024-03-23 18:00:00;414,77;0,0;-0,005;414771,286;0,0;2024-03
2024-03-23 19:00:00;397,0;0,0;-0,005;396999,8322;0,0;2024-03
2024-03-23 20:00:00;393,13;0,0;-0,005;393128,2349;0,0;2024-03
2024-03-23 21:00:00;380,28;0,0;-0,005;380276,4435;0,0;2024-03
2024-03-23 22:00:00;368,4;0,0;-0,005;368402,3666;0,0;2024-03
2024-03-23 23:00:00;360,15;0,0;-0,005;360149,3607;0,0;2024-03
2024-03-24 00:00:00;361,45;0,0;-0,005;361447,0367;0,0;2024-03
2024-03-24 01:00:00;370,28;0,0;-0,005;370282,4173;0,0;2024-03
2024-03-24 02:00:00;356,13;0,0;-0,005;356130,5923;0,0;2024-03
2024-03-24 03:00:00;365,44;0,0;-0,005;365442,4133;0,0;2024-03
2024-03-24 04:00:00;317,5;0,0;-0,005;317503,0212;0,0;2024-03
2024-03-24 05:00:00;292,92;0,0;-0,005;292915,0467;0,0;2024-03
2024-03-24 06:00:00;275,71;0,0;-0,005;275710,1212;0,0;2024-03
2024-03-24 07:00:00;226,23;105,4;9,2951;226232,563;9295,1;2024-03
2024-03-24 08:00:00;233,92;210,65;19,245;233921,505;19245,0;2024-03
2024-03-24 09:00:00;256,11;403,96;36,953;256112,1826;36953,0;2024-03
2024-03-24 10:00:00;264,01;359,25;32,765;264013,6681;32765,0;2024-03
2024-03-24 11:00:00;201,21;242,93;22,156;201207,3288;22156,0;2024-03
2024-03-24 12:00:00;283,71;90,351;7,9204;283709,137;7920,4;2024-03
2024-03-24 13:00:00;288,95;368,65;34,015;288953,6972;34015,0;2024-03
2024-03-24 14:00:00;299,27;360,34;32,907;299270,8435;32907,0;2024-03
2024-03-24 15:00:00;301,86;426,03;38,822;301861,7783;38822,0;2024-03
2024-03-24 16:00:00;364,1;313,43;28,341;364096,1914;28341,0;2024-03
2024-03-24 17:00:00;363,23;101,77;8,5711;363231,5674;8571,1;2024-03
2024-03-24 18:00:00;369,67;0,0;-0,005;369673,4009;0,0;2024-03
2024-03-24 19:00:00;368,67;0,0;-0,005;368673,0118;0,0;2024-03
2024-03-24 20:00:00;363,67;0,0;-0,005;363674,5224;0,0;2024-03
2024-03-24 21:00:00;362,97;0,0;-0,005;362973,7396;0,0;2024-03
2024-03-24 22:00:00;358,12;0,0;-0,005;358123,291;0,0;2024-03
2024-03-24 23:00:00;346,33;0,0;-0,005;346330,368;0,0;2024-03
2024-03-25 00:00:00;355,46;0,0;-0,005;355460,9451;0,0;2024-03
2024-03-25 01:00:00;351,05;0,0;-0,005;351050,8423;0,0;2024-03
2024-03-25 02:00:00;359,47;0,0;-0,005;359473,9532;0,0;2024-03
2024-03-25 03:00:00;373,11;0,0;-0,005;373107,5363;0,0;2024-03
2024-03-25 04:00:00;305,13;0,0;-0,005;305129,5471;0,0;2024-03
2024-03-25 05:00:00;292,47;0,0;-0,005;292466,9189;0,0;2024-03
2024-03-25 06:00:00;284,71;0,0;-0,005;284707,84;0,0;2024-03
2024-03-25 07:00:00;274,54;190,33;16,13;274539,6423;16130,0;2024-03
2024-03-25 08:00:00;278,11;442,0;40,476;278107,9407;40476,0;2024-03
2024-03-25 09:00:00;283,57;622,27;56,3;283565,5823;56300,0;2024-03
2024-03-25 10:00:00;293,45;913,12;78,826;293451,6907;78826,0;2024-03
2024-03-25 11:00:00;318,59;591,49;53,235;318591,4917;53235,0;2024-03
2024-03-25 12:00:00;319,78;573,8;51,535;319780,7846;51535,0;2024-03
2024-03-25 13:00:00;331,87;741,2;65,354;331870,0562;65354,0;2024-03
2024-03-25 14:00:00;327,16;682,74;60,593;327157,3639;60593,0;2024-03
2024-03-25 15:00:00;314,6;676,42;60,019;314596,077;60019,0;2024-03
2024-03-25 16:00:00;400,25;437,45;39,01;400253,2043;39010,0;2024-03
2024-03-25 17:00:00;402,58;210,71;16,387;402581,3751;16387,0;2024-03
2024-03-25 18:00:00;409,0;0,0;-0,005;409001,9684;0,0;2024-03
2024-03-25 19:00:00;384,41;0,0;-0,005;384406,2042;0,0;2024-03
2024-03-25 20:00:00;357,72;0,0;-0,005;357715,0192;0,0;2024-03
2024-03-25 21:00:00;347,66;0,0;-0,005;347663,4903;0,0;2024-03
2024-03-25 22:00:00;334,77;0,0;-0,005;334770,5765;0,0;2024-03
2024-03-25 23:00:00;331,5;0,0;-0,005;331500,3738;0,0;2024-03
2024-03-26 00:00:00;326,76;0,0;-0,005;326761,1237;0,0;2024-03
2024-03-26 01:00:00;332,45;0,0;-0,005;332448,349;0,0;2024-03
2024-03-26 02:00:00;340,17;0,0;-0,005;340174,7055;0,0;2024-03
2024-03-26 03:00:00;346,47;0,0;-0,005;346465,889;0,0;2024-03
2024-03-26 04:00:00;310,36;0,0;-0,005;310357,605;0,0;2024-03
2024-03-26 05:00:00;285,87;0,0;-0,005;285873,9243;0,0;2024-03
2024-03-26 06:00:00;258,26;0,0;-0,005;258258,2169;0,0;2024-03
2024-03-26 07:00:00;230,39;68,884;5,9239;230385,2043;5923,9;2024-03
2024-03-26 08:00:00;244,34;155,09;14,024;244343,8377;14024,0;2024-03
2024-03-26 09:00:00;276,44;232,68;21,243;276441,925;21243,0;2024-03
2024-03-26 10:00:00;292,37;280,8;25,645;292372,7036;25645,0;2024-03
2024-03-26 11:00:00;315,12;318,61;29,046;315118,5837;29046,0;2024-03
2024-03-26 12:00:00;333,28;316,03;28,752;333282,9132;28752,0;2024-03
2024-03-26 13:00:00;337,99;308,08;28,012;337993,9346;28012,0;2024-03
2024-03-26 14:00:00;306,42;264,99;24,097;306419,7159;24097,0;2024-03
2024-03-26 15:00:00;275,24;212,0;19,197;275243,2709;19197,0;2024-03
2024-03-26 16:00:00;352,08;142,68;12,748;352083,5648;12748,0;2024-03
2024-03-26 17:00:00;367,52;59,083;4,9477;367521,0114;4947,7;2024-03
2024-03-26 18:00:00;381,83;0,0;-0,005;381832,84;0,0;2024-03
2024-03-26 19:00:00;375,66;0,0;-0,005;375658,7982;0,0;2024-03
2024-03-26 20:00:00;363,23;0,0;-0,005;363229,2862;0,0;2024-03
2024-03-26 21:00:00;351,22;0,0;-0,005;351216,2323;0,0;2024-03
2024-03-26 22:00:00;344,41;0,0;-0,005;344410,3088;0,0;2024-03
2024-03-26 23:00:00;338,01;0,0;-0,005;338009,1934;0,0;2024-03
2024-03-27 00:00:00;330,11;0,0;-0,005;330107,2464;0,0;2024-03
2024-03-27 01:00:00;328,01;0,0;-0,005;328014,3433;0,0;2024-03
2024-03-27 02:00:00;343,45;0,0;-0,005;343448,4787;0,0;2024-03
2024-03-27 03:00:00;351,05;0,0;-0,005;351049,6368;0,0;2024-03
2024-03-27 04:00:00;287,2;0,0;-0,005;287203,8879;0,0;2024-03
2024-03-27 05:00:00;302,1;0,0;-0,005;302101,8753;0,0;2024-03
2024-03-27 06:00:00;288,61;0,0;-0,005;288614,4562;0,0;2024-03
2024-03-27 07:00:00;288,7;26,693;2,0239;288698,143;2023,9;2024-03
2024-03-27 08:00:00;305,6;279,73;25,577;305595,5734;25577,0;2024-03
2024-03-27 09:00:00;306,39;314,28;28,663;306394,0887;28663,0;2024-03
2024-03-27 10:00:00;317,65;295,7;26,93;317651,3138;26930,0;2024-03
2024-03-27 11:00:00;348,23;273,41;24,878;348229,3549;24878,0;2024-03
2024-03-27 12:00:00;342,98;477,46;43,246;342976,9211;43246,0;2024-03
2024-03-27 13:00:00;319,41;202,79;18,349;319410,4996;18349,0;2024-03
2024-03-27 14:00:00;309,79;620,24;55,465;309786,8652;55465,0;2024-03
2024-03-27 15:00:00;278,49;353,48;32,038;278486,8698;32038,0;2024-03
2024-03-27 16:00:00;337,1;143,68;12,796;337104,4464;12796,0;2024-03
2024-03-27 17:00:00;369,12;209,03;16,661;369120,079;16661,0;2024-03
2024-03-27 18:00:00;389,03;9,9011;0,508;389033,4778;508,0;2024-03
2024-03-27 19:00:00;395,29;0,0;-0,005;395290,0925;0,0;2024-03
2024-03-27 20:00:00;380,33;0,0;-0,005;380330,7953;0,0;2024-03
2024-03-27 21:00:00;370,96;0,0;-0,005;370963,295;0,0;2024-03
2024-03-27 22:00:00;359,59;0,0;-0,005;359592,3996;0,0;2024-03
2024-03-27 23:00:00;354,55;0,0;-0,005;354549,675;0,0;2024-03
2024-03-28 00:00:00;345,92;0,0;-0,005;345918,8766;0,0;2024-03
2024-03-28 01:00:00;352,44;0,0;-0,005;352441,1926;0,0;2024-03
2024-03-28 02:00:00;359,05;0,0;-0,005;359045,8145;0,0;2024-03
2024-03-28 03:00:00;358,41;0,0;-0,005;358410,141;0,0;2024-03
2024-03-28 04:00:00;291,63;0,0;-0,005;291630,4626;0,0;2024-03
2024-03-28 05:00:00;299,3;0,0;-0,005;299301,2848;0,0;2024-03
2024-03-28 06:00:00;309,39;0,0;-0,005;309386,8484;0,0;2024-03
2024-03-28 07:00:00;297,41;173,81;15,161;297413,002;15161,0;2024-03
2024-03-28 08:00:00;299,55;334,06;30,763;299547,3328;30763,0;2024-03
2024-03-28 09:00:00;269,61;525,29;47,917;269605,9799;47917,0;2024-03
2024-03-28 10:00:00;280,93;661,74;59,458;280928,5431;59458,0;2024-03
2024-03-28 11:00:00;312,34;866,8;75,341;312335,7544;75341,0;2024-03
2024-03-28 12:00:00;329,54;783,44;68,687;329540,9164;68687,0;2024-03
2024-03-28 13:00:00;335,71;853,41;73,913;335714,2792;73913,0;2024-03
2024-03-28 14:00:00;339,33;840,95;72,81;339327,7512;72810,0;2024-03
2024-03-28 15:00:00;356,0;637,66;56,708;355999,1837;56708,0;2024-03
2024-03-28 16:00:00;354,78;415,65;36,993;354775,9552;36993,0;2024-03
2024-03-28 17:00:00;374,82;170,03;13,183;374821,6171;13183,0;2024-03
2024-03-28 18:00:00;365,64;0,0;-0,005;365642,4255;0,0;2024-03
2024-03-28 19:00:00;352,78;0,0;-0,005;352783,4854;0,0;2024-03
2024-03-28 20:00:00;344,92;0,0;-0,005;344922,4625;0,0;2024-03
2024-03-28 21:00:00;332,38;0,0;-0,005;332379,3564;0,0;2024-03
2024-03-28 22:00:00;328,26;0,0;-0,005;328256,5231;0,0;2024-03
2024-03-28 23:00:00;321,8;0,0;-0,005;321803,5355;0,0;2024-03
2024-03-29 00:00:00;331,49;0,0;-0,005;331491,8213;0,0;2024-03
2024-03-29 01:00:00;327,64;0,0;-0,005;327637,619;0,0;2024-03
2024-03-29 02:00:00;334,61;0,0;-0,005;334612,0911;0,0;2024-03
2024-03-29 03:00:00;336,09;0,0;-0,005;336093,2159;0,0;2024-03
2024-03-29 04:00:00;287,43;0,0;-0,005;287427,4902;0,0;2024-03
2024-03-29 05:00:00;277,26;0,0;-0,005;277257,8812;0,0;2024-03
2024-03-29 06:00:00;262,35;8,3775;0,4053;262345,8328;405,3;2024-03
2024-03-29 07:00:00;274,25;206,97;17,502;274247,9477;17502,0;2024-03
2024-03-29 08:00:00;287,65;441,97;40,379;287650,1312;40379,0;2024-03
2024-03-29 09:00:00;283,55;653,26;58,73;283548,2178;58730,0;2024-03
2024-03-29 10:00:00;298,17;784,69;69,059;298166,7633;69059,0;2024-03
2024-03-29 11:00:00;313,28;833,54;72,494;313280,9372;72494,0;2024-03
2024-03-29 12:00:00;301,2;785,74;68,528;301197,0291;68528,0;2024-03
2024-03-29 13:00:00;287,7;739,89;64,848;287698,2498;64848,0;2024-03
2024-03-29 14:00:00;271,94;603,3;53,701;271937,6907;53701,0;2024-03
2024-03-29 15:00:00;272,85;425,76;38,451;272854,0802;38451,0;2024-03
2024-03-29 16:00:00;346,67;276,13;24,86;346673,2178;24860,0;2024-03
2024-03-29 17:00:00;369,59;121,73;10,02;369591,3925;10020,0;2024-03
2024-03-29 18:00:00;370,09;0,0;-0,005;370086,7996;0,0;2024-03
2024-03-29 19:00:00;371,66;0,0;-0,005;371664,6271;0,0;2024-03
2024-03-29 20:00:00;364,47;0,0;-0,005;364471,0541;0,0;2024-03
2024-03-29 21:00:00;348,44;0,0;-0,005;348435,1349;0,0;2024-03
2024-03-29 22:00:00;337,61;0,0;-0,005;337606,3919;0,0;2024-03
2024-03-29 23:00:00;336,66;0,0;-0,005;336661,9797;0,0;2024-03
2024-03-30 00:00:00;331,98;0,0;-0,005;331981,0104;0,0;2024-03
2024-03-30 01:00:00;344,68;0,0;-0,005;344681,7627;0,0;2024-03
2024-03-30 02:00:00;349,72;0,0;-0,005;349715,1947;0,0;2024-03
2024-03-30 03:00:00;345,66;0,0;-0,005;345663,3682;0,0;2024-03
2024-03-30 04:00:00;298,86;0,0;-0,005;298859,3445;0,0;2024-03
2024-03-30 05:00:00;261,36;0,0;-0,005;261363,6436;0,0;2024-03
2024-03-30 06:00:00;255,17;0,0;-0,005;255166,1339;0,0;2024-03
2024-03-30 07:00:00;242,74;131,02;11,49;242743,4235;11490,0;2024-03
2024-03-30 08:00:00;263,43;278,11;25,434;263431,6559;25434,0;2024-03
2024-03-30 09:00:00;275,1;392,67;35,815;275102,4628;35815,0;2024-03
2024-03-30 10:00:00;297,45;549,42;49,543;297452,5146;49543,0;2024-03
2024-03-30 11:00:00;325,06;559,25;50,039;325060,3561;50039,0;2024-03
2024-03-30 12:00:00;329,46;580,05;51,688;329459,6405;51688,0;2024-03
2024-03-30 13:00:00;341,91;530,12;47,381;341905,9525;47381,0;2024-03
2024-03-30 14:00:00;325,2;483,44;43,364;325196,2662;43364,0;2024-03
2024-03-30 15:00:00;308,18;375,33;33,853;308178,3295;33853,0;2024-03
2024-03-30 16:00:00;369,97;227,9;20,426;369972,7783;20426,0;2024-03
2024-03-30 17:00:00;414,53;90,019;7,611;414526,3367;7611,0;2024-03
2024-03-30 18:00:00;406,13;0,0;-0,005;406126,4114;0,0;2024-03
2024-03-30 19:00:00;388,73;0,0;-0,005;388732,048;0,0;2024-03
2024-03-30 20:00:00;380,21;0,0;-0,005;380208,1757;0,0;2024-03
2024-03-30 21:00:00;369,17;0,0;-0,005;369166,5726;0,0;2024-03
2024-03-30 22:00:00;361,37;0,0;-0,005;361370,1477;0,0;2024-03
2024-03-30 23:00:00;352,48;0,0;-0,005;352477,5925;0,0;2024-03
2024-03-31 00:00:00;356,99;0,0;-0,005;356991,0126;0,0;2024-03
2024-03-31 01:00:00;353,37;0,0;-0,005;353370,0027;0,0;2024-03
2024-03-31 02:00:00;352,47;0,0;-0,005;352470,3751;0,0;2024-03
2024-03-31 03:00:00;367,65;0,0;-0,005;367648,9563;0,0;2024-03
2024-03-31 04:00:00;310,17;0,0;-0,005;310174,7284;0,0;2024-03
2024-03-31 05:00:00;280,6;0,0;-0,005;280598,7625;0,0;2024-03
2024-03-31 06:00:00;275,54;8,0542;0,3815;275539,5813;381,5;2024-03
2024-03-31 07:00:00;258,56;204,65;17,506;258556,4613;17506,0;2024-03
2024-03-31 08:00:00;251,41;431,75;39,746;251410,8391;39746,0;2024-03
2024-03-31 09:00:00;214,73;618,01;56,157;214731,1859;56157,0;2024-03
2024-03-31 10:00:00;235,31;790,48;69,971;235310,9589;69971,0;2024-03
2024-03-31 11:00:00;218,23;860,7;75,005;218228,5576;75005,0;2024-03
2024-03-31 12:00:00;208,05;886,67;76,629;208051,1398;76629,0;2024-03
2024-03-31 13:00:00;64,81;885,95;76,321;64814,52179;76321,0;2024-03
2024-03-31 14:00:00;167,51;734,52;64,713;167511,0245;64713,0;2024-03
2024-03-31 15:00:00;199,75;624,35;55,727;199750,8202;55727,0;2024-03
2024-03-31 16:00:00;256,07;417,5;37,248;256065,2008;37248,0;2024-03
2024-03-31 17:00:00;258,99;176,43;13,417;258994,03;13417,0;2024-03
2024-03-31 18:00:00;262,5;0,0;-0,005;262501,5869;0,0;2024-03
2024-03-31 19:00:00;263,9;0,0;-0,005;263896,0266;0,0;2024-03
2024-03-31 20:00:00;264,62;0,0;-0,005;264624,7406;0,0;2024-03
2024-03-31 21:00:00;264,9;0,0;-0,005;264896,9803;0,0;2024-03
2024-03-31 22:00:00;263,48;0,0;-0,005;263478,569;0,0;2024-03
2024-03-31 23:00:00;257,62;0,0;-0,005;257620,1248;0,0;2024-03
2024-04-01 00:00:00;256,95;0,0;-0,005;256952,2552;0,0;2024-04
2024-04-01 01:00:00;260,71;0,0;-0,005;260709,6481;0,0;2024-04
2024-04-01 02:00:00;272,11;0,0;-0,005;272106,1554;0,0;2024-04
2024-04-01 03:00:00;284,4;0,0;-0,005;284396,9727;0,0;2024-04
2024-04-01 04:00:00;252,94;0,0;-0,005;252943,3937;0,0;2024-04
2024-04-01 05:00:00;224,71;0,0;-0,005;224710,6094;0,0;2024-04
2024-04-01 06:00:00;212,33;7,7618;0,3569;212326,6602;356,9;2024-04
2024-04-01 07:00:00;213,18;223,59;19,137;213184,2499;19137,0;2024-04
2024-04-01 08:00:00;234,94;461,02;42,384;234944,4275;42384,0;2024-04
2024-04-01 09:00:00;177,26;677,33;61,094;177264,9307;61094,0;2024-04
2024-04-01 10:00:00;0,0;825,75;72,65;0,0;72650,0;2024-04
2024-04-01 11:00:00;213,61;931,31;79,961;213612,9494;79961,0;2024-04
2024-04-01 12:00:00;242,74;969,56;81,896;242741,4436;81896,0;2024-04
2024-04-01 13:00:00;247,29;932,88;79,173;247287,4069;79173,0;2024-04
2024-04-01 14:00:00;255,89;823,89;71,432;255893,3601;71432,0;2024-04
2024-04-01 15:00:00;255,81;656,97;58,218;255813,8771;58218,0;2024-04
2024-04-01 16:00:00;294,01;428,38;38,026;294009,1705;38026,0;2024-04
2024-04-01 17:00:00;302,35;179,27;13,531;302346,5271;13531,0;2024-04
2024-04-01 18:00:00;295,7;0,0;-0,005;295695,1523;0,0;2024-04
2024-04-01 19:00:00;278,17;0,0;-0,005;278171,524;0,0;2024-04
2024-04-01 20:00:00;278,64;0,0;-0,005;278638,0997;0,0;2024-04
2024-04-01 21:00:00;274,78;0,0;-0,005;274783,226;0,0;2024-04
2024-04-01 22:00:00;271,81;0,0;-0,005;271805,5801;0,0;2024-04
2024-04-01 23:00:00;263,78;0,0;-0,005;263784,6451;0,0;2024-04
2024-04-02 00:00:00;256,96;0,0;-0,005;256960,762;0,0;2024-04
2024-04-02 01:00:00;259,88;0,0;-0,005;259877,2545;0,0;2024-04
2024-04-02 02:00:00;277,98;0,0;-0,005;277982,7805;0,0;2024-04
2024-04-02 03:00:00;294,54;0,0;-0,005;294538,5513;0,0;2024-04
2024-04-02 04:00:00;257,52;0,0;-0,005;257521,4348;0,0;2024-04
